State	Date	Action Taken
Arkansas	2020/8/3	 On July 31, Gov. Asa Hutchinson (R) announced that high school football and volleyball practices could begin on Aug. 3. Hutchinson also announced the creation of the High School Sports Advisory Group, a 14-person committee meant to advise the governor and state Department of Health on how to approach school sports for the fall 2020 season.
Arkansas	2020/8/14	 Gov. Asa Hutchinson (R) released the Arkansas Ready to Learn Healthy School Guide. The document is a support guide for teachers and administrators created in partnership with Arkansas Children’s Hospital and the University of Arkansas for Medical Sciences. The guide outlines best practices for in-person learning. Schools are allowed to reopen on Aug. 24.
Arkansas	2020/8/24	 Schools in Arkansas reopened to in-person instruction on Aug. 24. The Arkansas Center for Health Improvement announced that district-level data on testing rates and active coronavirus cases would be made available online.
Arkansas	2020/11/20	 Gov. Asa Hutchinson (R) announced restaurants, bars, and clubs that serve alcohol will have to close by 11 p.m. every night, starting Nov. 20.
Arkansas	2021/1/6	 Gov. Asa Hutchinson (R) added first responders to the list of individuals currently able to receive a vaccine. Hutchinson also said the second (next) phase of vaccinations would include residents over the age of 70. Previously, the state planned to vaccinate individuals over the age of 75 in the second phase.
Arkansas	2021/1/19	 The state started Phase 1-B of vaccine distribution on Jan. 18. Individuals age 70 and older and school staff are eligible to receive the vaccine.
Arkansas	2021/2/3	 Gov. Asa Hutchinson (R) announced he is allowing the order requiring bars and restaurants that serve alcohol to close nightly by 11 p.m. to expire, effective Feb. 3.
Arkansas	2021/2/17	 Gov. Asa Hutchinson (R) lifted the requirement that indoor event gatherings of more than 10 people must obtain state approval. Indoor events larger than 100 people still need state approval.
Arkansas	2021/3/2	 Gov. Asa Hutchinson (R) extended the state’s coronavirus emergency order and mask mandate for 30 days through March 31. Hutchinson also changed all other public health directives to non-mandatory public health guidelines, including capacity limits on bars, restaurants, and gyms.
Arkansas	2021/3/5	 On March 4, Gov. Asa Hutchinson (R) said he will not comply with an Arkansas Supreme Court order declaring certain court employees (including security officers, district court judges and their staffers, and all circuit, district, and county clerks and staffers) as essential workers eligible for vaccination under Phase 1-B of the state’s distribution plan. Hutchinson said: “I appreciate the Supreme Court’s concern for judges and staff members of the court system and for attorneys whose cases require them to work in person at a courthouse. Our schedule for vaccinations takes into account the needs and risk level for all Arkansans, and this group is not yet eligible in the 1B phase. As our allocation of vaccine increases, we will be able to move more quickly, but currently, court employees who don’t otherwise qualify for a shot will have to wait for their eligibility.”
Arkansas	2021/3/9	 Gov. Asa Hutchinson (R) announced the remaining categories in Phase 1-B of distribution are now eligible for vaccination. The expansion includes essential government workers, people with intellectual and developmental disabilities, correctional officers, and grocery store employees. People age 65 and older, educators, and some food and agriculture employees were already eligible.
Arkansas	2021/5/10	 Gov. Asa Hutchinson (R) announced the state will stop participating in federal pandemic-related unemployment benefits programs starting June 26.
Arkansas	2021/6/28	 The state stopped participating in pandemic-related federal unemployment benefit programs June 26. Gov. Asa Hutchinson (R) made the announcement May 7.
Arkansas	2021/8/3	 On July 29, Gov. Asa Hutchinson (R) reinstated Arkansas’ coronavirus public health emergency.
Arkansas	2021/8/5	 On Aug. 3, Gov. Asa Hutchinson (R) called the Arkansas General Assembly into special session. Hutchinson wants lawmakers to create an exemption in Act 1002. The existing law bans state and local governments from imposing mask requirements. Hutchinson wants an exemption that will allow school boards to require masks for students 11 years old and younger who can't receive the coronavirus vaccine. The special session began on Aug. 4.
Colorado	2019/6/16	 Gov. Jared Polis (D) announced draft plans for continuing the state’s reopening. The draft includes indoor events for up to 100 people, outdoor events, bars reopening at 25% capacity, and expansion of personal services that require customers to remove masks. Polis also said some areas of the state were reaching a point that would allow local health departments to make reopening decisions rather than the state.
Colorado	2020/4/27	 Colorado permitted the following to begin or resume: retail curbside pickup, elective surgeries, and real estate showings. Gov. Jared Polis (D) released guidelines for specific industries to follow on Sunday. Colorado is a Democratic trifecta.
Colorado	2020/5/14	 Gov. Jared Polis (D) met with President Trump at the White House. The two discussed the state’s plan for reopening. Polis said he hoped to have restaurants open for dine-in services by the end of the month and skiing areas open in June, but that local authorities would have input on how and when to reopen.
Colorado	2020/5/18	 Gov. Jared Polis (D) announced that his office was drafting guidelines for reopening restaurants. Polis said he hopes to announce a date for restaurants to reopen on May 25.
Colorado	2020/5/25	 Gov. Jared Polis (D) announced that restaurant dining rooms could reopen effective May 27. Dining rooms will be allowed to reopen at 50% capacity with a table limit of eight people and tables spaced six feet apart.
Colorado	2020/6/2	 Gov. Jared Polis (D) signed an order he called “Safer at Home and in the Vast, Great Outdoors.” The order allows vulnerable Colorado residents to leave their homes for outside recreation as long as they wear face coverings and practice social distancing. The order also allows short-term rentals, playgrounds, and swimming pools to reopen. Personal care services may begin operating at 50% capacity on June 4 and child care facilities can begin operating at full capacity on that date. The order is set to last until July 1.
